,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds,Damage Diff Per 30,KD Diff Per 30,Kills Per 30,Deaths Per 30,Damage Dealt Per 30,Damage Taken Per 30
48,Close Market door,s1mple,4,4,0,478,458,20,CT,166,3.6144578313253013,0.0,0.7228915662650602,0.7228915662650602,86.38554216867469,82.77108433734941
49,Close Market door,s1mple,1,1,0,100,100,0,T,156,0.0,0.0,0.1923076923076923,0.1923076923076923,19.230769230769234,19.230769230769234
50,Bench,s1mple,7,5,2,391,499,-108,CT,166,-19.518072289156628,0.3614457831325301,1.2650602409638554,0.9036144578313253,70.66265060240964,90.18072289156626
51,Bench,s1mple,0,0,0,0,26,-26,T,156,-5.0,0.0,0.0,0.0,0.0,5.0
52,Underpass,s1mple,0,2,-2,0,177,-177,CT,166,-31.987951807228914,-0.3614457831325301,0.0,0.3614457831325301,0.0,31.987951807228914
53,Underpass,s1mple,4,3,1,388,273,115,T,156,22.115384615384617,0.1923076923076923,0.7692307692307692,0.576923076923077,74.61538461538461,52.5
54,Back Left B Site From T's' Perspective,s1mple,5,2,3,387,232,155,CT,166,28.012048192771083,0.5421686746987951,0.9036144578313253,0.3614457831325301,69.93975903614458,41.9277108433735
55,Back Left B Site From T's' Perspective,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
56,Deep CT,s1mple,0,1,-1,85,113,-28,CT,166,-5.0602409638554215,-0.18072289156626506,0.0,0.18072289156626506,15.361445783132531,20.42168674698795
57,Deep CT,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
58,Firebox,s1mple,0,1,-1,0,128,-128,CT,166,-23.132530120481928,-0.18072289156626506,0.0,0.18072289156626506,0.0,23.132530120481928
59,Firebox,s1mple,2,1,1,173,79,94,T,156,18.076923076923077,0.1923076923076923,0.3846153846153846,0.1923076923076923,33.269230769230774,15.192307692307692
60,Deep Palace,s1mple,1,0,1,76,81,-5,CT,166,-0.9036144578313253,0.18072289156626506,0.18072289156626506,0.0,13.734939759036143,14.63855421686747
61,Deep Palace,s1mple,4,2,2,412,237,175,T,156,33.65384615384615,0.3846153846153846,0.7692307692307692,0.3846153846153846,79.23076923076923,45.57692307692307
62,Bottom Connector,s1mple,1,2,-1,8,88,-80,CT,166,-14.457831325301205,-0.18072289156626506,0.18072289156626506,0.3614457831325301,1.4457831325301205,15.903614457831326
63,Bottom Connector,s1mple,2,1,1,126,100,26,T,156,5.0,0.1923076923076923,0.3846153846153846,0.1923076923076923,24.23076923076923,19.230769230769234
64,Ladder Room Catwalk Side,s1mple,3,3,0,379,300,79,CT,166,14.27710843373494,0.0,0.5421686746987951,0.5421686746987951,68.49397590361446,54.21686746987952
65,Ladder Room Catwalk Side,s1mple,1,1,0,100,144,-44,T,156,-8.461538461538462,0.0,0.1923076923076923,0.1923076923076923,19.230769230769234,27.692307692307693
66,B site Market Plant,s1mple,0,1,-1,0,97,-97,CT,166,-17.530120481927714,-0.18072289156626506,0.0,0.18072289156626506,0.0,17.530120481927714
67,B site Market Plant,s1mple,1,0,1,100,54,46,T,156,8.846153846153847,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,10.384615384615385
68,B Bombsite Cross to Catwalk,s1mple,1,0,1,17,10,7,CT,166,1.2650602409638554,0.18072289156626506,0.18072289156626506,0.0,3.072289156626506,1.8072289156626506
69,B Bombsite Cross to Catwalk,s1mple,1,2,-1,100,200,-100,T,156,-19.230769230769234,-0.1923076923076923,0.1923076923076923,0.3846153846153846,19.230769230769234,38.46153846153847
70,Top STairs,s1mple,1,1,0,7,100,-93,CT,166,-16.807228915662648,0.0,0.18072289156626506,0.18072289156626506,1.2650602409638554,18.072289156626507
71,Top STairs,s1mple,1,0,1,100,0,100,T,156,19.230769230769234,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,0.0
72,Jungle Plant,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
73,Jungle Plant,s1mple,1,3,-2,55,151,-96,T,156,-18.461538461538463,-0.3846153846153846,0.1923076923076923,0.576923076923077,10.576923076923078,29.03846153846154
74,Right Side Connector,s1mple,2,3,-1,200,313,-113,CT,166,-20.42168674698795,-0.18072289156626506,0.3614457831325301,0.5421686746987951,36.144578313253014,56.56626506024096
75,Right Side Connector,s1mple,2,0,2,200,42,158,T,156,30.384615384615383,0.3846153846153846,0.3846153846153846,0.0,38.46153846153847,8.076923076923077
76,market,s1mple,4,3,1,490,330,160,CT,166,28.91566265060241,0.18072289156626506,0.7228915662650602,0.5421686746987951,88.55421686746988,59.63855421686747
77,market,s1mple,1,0,1,40,0,40,T,156,7.692307692307692,0.1923076923076923,0.1923076923076923,0.0,7.692307692307692,0.0
78,Leftside Connector,s1mple,1,1,0,164,119,45,CT,166,8.132530120481928,0.0,0.18072289156626506,0.18072289156626506,29.63855421686747,21.506024096385545
79,Leftside Connector,s1mple,1,0,1,100,0,100,T,156,19.230769230769234,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,0.0
80,Deep T Apps,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
81,Deep T Apps,s1mple,4,1,3,431,265,166,T,156,31.923076923076923,0.576923076923077,0.7692307692307692,0.1923076923076923,82.88461538461539,50.96153846153846
82,Catwalk Connector Peek,s1mple,3,2,1,335,372,-37,CT,166,-6.686746987951807,0.18072289156626506,0.5421686746987951,0.3614457831325301,60.542168674698786,67.22891566265059
83,Catwalk Connector Peek,s1mple,3,2,1,315,271,44,T,156,8.461538461538462,0.1923076923076923,0.576923076923077,0.3846153846153846,60.57692307692307,52.11538461538461
84,CT Outside Market,s1mple,3,3,0,275,186,89,CT,166,16.08433734939759,0.0,0.5421686746987951,0.5421686746987951,49.69879518072289,33.614457831325296
85,CT Outside Market,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
86,Stairs Palace Peek,s1mple,3,2,1,278,211,67,CT,166,12.10843373493976,0.18072289156626506,0.5421686746987951,0.3614457831325301,50.24096385542168,38.13253012048193
87,Stairs Palace Peek,s1mple,1,0,1,46,0,46,T,156,8.846153846153847,0.1923076923076923,0.1923076923076923,0.0,8.846153846153847,0.0
88,Top Connector,s1mple,1,1,0,122,73,49,CT,166,8.855421686746988,0.0,0.18072289156626506,0.18072289156626506,22.048192771084338,13.192771084337348
89,Top Connector,s1mple,4,0,4,403,92,311,T,156,59.80769230769231,0.7692307692307692,0.7692307692307692,0.0,77.5,17.692307692307693
90,CT Left Side,s1mple,2,2,0,187,186,1,CT,166,0.18072289156626506,0.0,0.3614457831325301,0.3614457831325301,33.795180722891565,33.614457831325296
91,CT Left Side,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
92,Back Right B Site from T's Perspective,s1mple,3,3,0,205,300,-95,CT,166,-17.16867469879518,0.0,0.5421686746987951,0.5421686746987951,37.04819277108434,54.21686746987952
93,Back Right B Site from T's Perspective,s1mple,0,1,-1,0,74,-74,T,156,-14.23076923076923,-0.1923076923076923,0.0,0.1923076923076923,0.0,14.23076923076923
94,Sandwhich,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
95,Sandwhich,s1mple,1,2,-1,309,243,66,T,156,12.692307692307692,-0.1923076923076923,0.1923076923076923,0.3846153846153846,59.42307692307693,46.73076923076923
96,Arch,s1mple,1,1,0,96,100,-4,CT,166,-0.7228915662650602,0.0,0.18072289156626506,0.18072289156626506,17.349397590361445,18.072289156626507
97,Arch,s1mple,1,1,0,84,100,-16,T,156,-3.0769230769230766,0.0,0.1923076923076923,0.1923076923076923,16.153846153846153,19.230769230769234
98,Catwalk Plant B Site,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
99,Catwalk Plant B Site,s1mple,1,1,0,100,100,0,T,156,0.0,0.0,0.1923076923076923,0.1923076923076923,19.230769230769234,19.230769230769234
100,Close Left CT A Ramp,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
101,Close Left CT A Ramp,s1mple,2,2,0,360,78,282,T,156,54.23076923076923,0.0,0.3846153846153846,0.3846153846153846,69.23076923076923,15.0
102,Bottom Mid Ladder Room Peek,s1mple,1,1,0,158,143,15,CT,166,2.710843373493976,0.0,0.18072289156626506,0.18072289156626506,28.55421686746988,25.843373493975903
103,Bottom Mid Ladder Room Peek,s1mple,0,1,-1,0,100,-100,T,156,-19.230769230769234,-0.1923076923076923,0.0,0.1923076923076923,0.0,19.230769230769234
104,Safe Plant B Site,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
105,Safe Plant B Site,s1mple,0,1,-1,27,92,-65,T,156,-12.5,-0.1923076923076923,0.0,0.1923076923076923,5.1923076923076925,17.692307692307693
106,T Spawn A Ramp,s1mple,1,0,1,100,13,87,CT,166,15.722891566265059,0.18072289156626506,0.18072289156626506,0.0,18.072289156626507,2.3493975903614457
107,T Spawn A Ramp,s1mple,4,1,3,396,311,85,T,156,16.346153846153843,0.576923076923077,0.7692307692307692,0.1923076923076923,76.15384615384615,59.80769230769231
108,Murder Hole,s1mple,2,1,1,194,100,94,CT,166,16.987951807228917,0.18072289156626506,0.3614457831325301,0.18072289156626506,35.06024096385543,18.072289156626507
109,Murder Hole,s1mple,1,1,0,100,58,42,T,156,8.076923076923077,0.0,0.1923076923076923,0.1923076923076923,19.230769230769234,11.153846153846153
110,Top Mid towards Apps,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
111,Top Mid towards Apps,s1mple,0,0,0,0,1,-1,T,156,-0.1923076923076923,0.0,0.0,0.0,0.0,0.1923076923076923
112,Right Side Platform,s1mple,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
113,Right Side Platform,s1mple,3,0,3,246,31,215,T,156,41.34615384615385,0.576923076923077,0.576923076923077,0.0,47.30769230769231,5.961538461538461
114,Chair,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
115,Chair,s1mple,1,1,0,100,100,0,T,156,0.0,0.0,0.1923076923076923,0.1923076923076923,19.230769230769234,19.230769230769234
116,Under balcony,s1mple,0,1,-1,56,1,55,CT,166,9.93975903614458,-0.18072289156626506,0.0,0.18072289156626506,10.120481927710843,0.18072289156626506
117,Under balcony,s1mple,1,0,1,66,0,66,T,156,12.692307692307692,0.1923076923076923,0.1923076923076923,0.0,12.692307692307692,0.0
118,Ninja,s1mple,2,0,2,84,61,23,CT,166,4.156626506024097,0.3614457831325301,0.3614457831325301,0.0,15.180722891566264,11.024096385542169
119,Ninja,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
120,Back B Site Peeking Apps/Plat,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
121,Back B Site Peeking Apps/Plat,s1mple,4,1,3,402,135,267,T,156,51.34615384615385,0.576923076923077,0.7692307692307692,0.1923076923076923,77.3076923076923,25.961538461538463
122,Van Barrel Peek,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
123,Van Barrel Peek,s1mple,0,1,-1,59,48,11,T,156,2.1153846153846154,-0.1923076923076923,0.0,0.1923076923076923,11.346153846153847,9.230769230769232
124,Top Mid,s1mple,3,0,3,300,46,254,CT,166,45.903614457831324,0.5421686746987951,0.5421686746987951,0.0,54.21686746987952,8.313253012048193
125,Top Mid,s1mple,0,1,-1,13,64,-51,T,156,-9.807692307692308,-0.1923076923076923,0.0,0.1923076923076923,2.5,12.307692307692307
126,Top Mid Boxes Left Side Peek,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
127,Top Mid Boxes Left Side Peek,s1mple,1,1,0,41,100,-59,T,156,-11.346153846153847,0.0,0.1923076923076923,0.1923076923076923,7.884615384615385,19.230769230769234
128,Left Side corner deep jungle,s1mple,1,0,1,100,22,78,CT,166,14.096385542168676,0.18072289156626506,0.18072289156626506,0.0,18.072289156626507,3.9759036144578315
129,Left Side corner deep jungle,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
130,Top Mid Catwalk,s1mple,1,1,0,95,73,22,CT,166,3.9759036144578315,0.0,0.18072289156626506,0.18072289156626506,17.16867469879518,13.192771084337348
131,Top Mid Catwalk,s1mple,0,1,-1,0,100,-100,T,156,-19.230769230769234,-0.1923076923076923,0.0,0.1923076923076923,0.0,19.230769230769234
132,Top Mid Right Side,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
133,Top Mid Right Side,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
134,BombsiteA,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
135,BombsiteA,s1mple,0,1,-1,0,16,-16,T,156,-3.0769230769230766,-0.1923076923076923,0.0,0.1923076923076923,0.0,3.0769230769230766
136,Right Side Snipers Nest,s1mple,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
137,Right Side Snipers Nest,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
138,Register Market,s1mple,1,0,1,14,0,14,CT,166,2.5301204819277108,0.18072289156626506,0.18072289156626506,0.0,2.5301204819277108,0.0
139,Register Market,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
140,Balcony Boaxes,s1mple,1,0,1,100,0,100,CT,166,18.072289156626507,0.18072289156626506,0.18072289156626506,0.0,18.072289156626507,0.0
141,Balcony Boaxes,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
142,Bottom Mid Boosting Snipers,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
143,Bottom Mid Boosting Snipers,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
144,Forest,s1mple,0,1,-1,0,120,-120,CT,166,-21.686746987951807,-0.18072289156626506,0.0,0.18072289156626506,0.0,21.686746987951807
145,Forest,s1mple,1,0,1,100,0,100,T,156,19.230769230769234,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,0.0
146,T Spawn,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
147,T Spawn,s1mple,1,0,1,100,0,100,T,156,19.230769230769234,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,0.0
148,Close Market Window,s1mple,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
149,Close Market Window,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
150,Apartments Right CT Corner,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
151,Apartments Right CT Corner,s1mple,2,1,1,107,100,7,T,156,1.3461538461538463,0.1923076923076923,0.3846153846153846,0.1923076923076923,20.576923076923077,19.230769230769234
152,Under window B apps,s1mple,0,0,0,0,0,0,CT,166,0.0,0.0,0.0,0.0,0.0,0.0
153,Under window B apps,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
154,Connector behind box,s1mple,2,0,2,230,34,196,CT,166,35.42168674698795,0.3614457831325301,0.3614457831325301,0.0,41.56626506024096,6.144578313253012
155,Connector behind box,s1mple,0,1,-1,0,100,-100,T,156,-19.230769230769234,-0.1923076923076923,0.0,0.1923076923076923,0.0,19.230769230769234
156,BackofB,s1mple,0,1,-1,0,39,-39,CT,166,-7.048192771084338,-0.18072289156626506,0.0,0.18072289156626506,0.0,7.048192771084338
157,BackofB,s1mple,0,0,0,0,0,0,T,156,0.0,0.0,0.0,0.0,0.0,0.0
158,Close Right Market Window,s1mple,0,1,-1,0,100,-100,CT,166,-18.072289156626507,-0.18072289156626506,0.0,0.18072289156626506,0.0,18.072289156626507
159,Close Right Market Window,s1mple,1,0,1,100,0,100,T,156,19.230769230769234,0.1923076923076923,0.1923076923076923,0.0,19.230769230769234,0.0
160,Ticketbooth ,KSCERATO,9,10,-1,980,1192,-212,CT,213,-29.859154929577468,-0.14084507042253522,1.267605633802817,1.408450704225352,138.0281690140845,167.88732394366198
161,Ticketbooth ,KSCERATO,4,2,2,315,196,119,T,197,18.121827411167512,0.3045685279187817,0.6091370558375634,0.3045685279187817,47.96954314720812,29.84771573604061
162,A Site,KSCERATO,0,1,-1,27,100,-73,CT,213,-10.28169014084507,-0.14084507042253522,0.0,0.14084507042253522,3.8028169014084505,14.084507042253522
163,A Site,KSCERATO,2,4,-2,228,339,-111,T,197,-16.903553299492387,-0.3045685279187817,0.3045685279187817,0.6091370558375634,34.72081218274111,51.6243654822335
164,CT Side Apps,KSCERATO,1,1,0,178,227,-49,CT,213,-6.901408450704225,0.0,0.14084507042253522,0.14084507042253522,25.070422535211268,31.971830985915496
165,CT Side Apps,KSCERATO,11,7,4,1259,828,431,T,197,65.63451776649745,0.6091370558375634,1.6751269035532994,1.0659898477157361,191.7258883248731,126.09137055837563
166,Left Side Platform,KSCERATO,5,2,3,677,278,399,CT,213,56.197183098591545,0.4225352112676056,0.704225352112676,0.28169014084507044,95.35211267605634,39.154929577464785
167,Left Side Platform,KSCERATO,7,5,2,774,436,338,T,197,51.47208121827411,0.3045685279187817,1.0659898477157361,0.7614213197969543,117.86802030456853,66.39593908629442
168,Bottom Stairs,KSCERATO,5,4,1,380,400,-20,CT,213,-2.816901408450704,0.14084507042253522,0.704225352112676,0.5633802816901409,53.52112676056338,56.33802816901409
169,Bottom Stairs,KSCERATO,2,5,-3,313,420,-107,T,197,-16.294416243654823,-0.4568527918781726,0.3045685279187817,0.7614213197969543,47.66497461928934,63.95939086294417
170,CT Catwalk,KSCERATO,1,3,-2,263,406,-143,CT,213,-20.140845070422536,-0.28169014084507044,0.14084507042253522,0.4225352112676056,37.04225352112676,57.183098591549296
171,CT Catwalk,KSCERATO,1,2,-1,41,161,-120,T,197,-18.274111675126903,-0.15228426395939085,0.15228426395939085,0.3045685279187817,6.243654822335026,24.517766497461928
172,Snipers Palace Peek,KSCERATO,4,5,-1,269,685,-416,CT,213,-58.59154929577465,-0.14084507042253522,0.5633802816901409,0.704225352112676,37.887323943661976,96.47887323943662
173,Snipers Palace Peek,KSCERATO,2,3,-1,210,306,-96,T,197,-14.619289340101524,-0.15228426395939085,0.3045685279187817,0.4568527918781726,31.979695431472084,46.598984771573605
174,A Site Exposed to Stairs Connector Cat,KSCERATO,4,0,4,253,0,253,CT,213,35.63380281690141,0.5633802816901409,0.5633802816901409,0.0,35.63380281690141,0.0
175,A Site Exposed to Stairs Connector Cat,KSCERATO,3,5,-2,233,394,-161,T,197,-24.517766497461928,-0.3045685279187817,0.4568527918781726,0.7614213197969543,35.48223350253807,60.0
176,Deep Jungle,KSCERATO,10,5,5,1104,572,532,CT,213,74.92957746478874,0.704225352112676,1.408450704225352,0.704225352112676,155.49295774647888,80.56338028169014
177,Deep Jungle,KSCERATO,10,3,7,852,575,277,T,197,42.182741116751274,1.0659898477157361,1.5228426395939085,0.4568527918781726,129.74619289340103,87.56345177664976
178,Default A,KSCERATO,2,1,1,548,215,333,CT,213,46.901408450704224,0.14084507042253522,0.28169014084507044,0.14084507042253522,77.1830985915493,30.28169014084507
179,Default A,KSCERATO,3,2,1,170,209,-39,T,197,-5.939086294416244,0.15228426395939085,0.4568527918781726,0.3045685279187817,25.888324873096447,31.82741116751269
180,Deep T Apps,KSCERATO,4,2,2,368,201,167,CT,213,23.52112676056338,0.28169014084507044,0.5633802816901409,0.28169014084507044,51.83098591549296,28.309859154929576
181,Deep T Apps,KSCERATO,7,4,3,959,1196,-237,T,197,-36.09137055837563,0.4568527918781726,1.0659898477157361,0.6091370558375634,146.04060913705584,182.13197969543148
182,B Bombsite Cross to Catwalk,KSCERATO,0,2,-2,22,160,-138,CT,213,-19.43661971830986,-0.28169014084507044,0.0,0.28169014084507044,3.098591549295775,22.535211267605632
183,B Bombsite Cross to Catwalk,KSCERATO,3,2,1,228,271,-43,T,197,-6.5482233502538065,0.15228426395939085,0.4568527918781726,0.3045685279187817,34.72081218274111,41.26903553299493
184,Underneath B apps plat,KSCERATO,1,3,-2,343,186,157,CT,213,22.112676056338028,-0.28169014084507044,0.14084507042253522,0.4225352112676056,48.309859154929576,26.197183098591548
185,Underneath B apps plat,KSCERATO,3,3,0,327,204,123,T,197,18.730964467005077,0.0,0.4568527918781726,0.4568527918781726,49.796954314720814,31.065989847715734
186,Back B Site Peeking Apps/Plat,KSCERATO,1,2,-1,430,160,270,CT,213,38.02816901408451,-0.14084507042253522,0.14084507042253522,0.28169014084507044,60.56338028169014,22.535211267605632
187,Back B Site Peeking Apps/Plat,KSCERATO,1,3,-2,127,310,-183,T,197,-27.868020304568528,-0.3045685279187817,0.15228426395939085,0.4568527918781726,19.34010152284264,47.20812182741117
188,Triple Box,KSCERATO,6,0,6,318,0,318,CT,213,44.7887323943662,0.8450704225352113,0.8450704225352113,0.0,44.7887323943662,0.0
189,Triple Box,KSCERATO,2,2,0,198,288,-90,T,197,-13.705583756345177,0.0,0.3045685279187817,0.3045685279187817,30.152284263959388,43.857868020304565
190,Top Balcony,KSCERATO,1,1,0,100,100,0,CT,213,0.0,0.0,0.14084507042253522,0.14084507042253522,14.084507042253522,14.084507042253522
191,Top Balcony,KSCERATO,3,2,1,300,234,66,T,197,10.050761421319796,0.15228426395939085,0.4568527918781726,0.3045685279187817,45.68527918781726,35.63451776649746
192,Mid Close Connector,KSCERATO,0,1,-1,54,68,-14,CT,213,-1.971830985915493,-0.14084507042253522,0.0,0.14084507042253522,7.605633802816901,9.577464788732394
193,Mid Close Connector,KSCERATO,3,7,-4,487,750,-263,T,197,-40.05076142131979,-0.6091370558375634,0.4568527918781726,1.0659898477157361,74.16243654822335,114.21319796954315
194,Left Side corner deep jungle,KSCERATO,0,5,-5,37,406,-369,CT,213,-51.97183098591549,-0.704225352112676,0.0,0.704225352112676,5.211267605633803,57.183098591549296
195,Left Side corner deep jungle,KSCERATO,0,0,0,0,0,0,T,197,0.0,0.0,0.0,0.0,0.0,0.0
196,CT Deep Catwalk Mid peek,KSCERATO,2,3,-1,369,356,13,CT,213,1.8309859154929577,-0.14084507042253522,0.28169014084507044,0.4225352112676056,51.97183098591549,50.140845070422536
197,CT Deep Catwalk Mid peek,KSCERATO,1,2,-1,302,330,-28,T,197,-4.2639593908629445,-0.15228426395939085,0.15228426395939085,0.3045685279187817,45.98984771573604,50.253807106598984
198,A Ramp,KSCERATO,0,0,0,0,0,0,CT,213,0.0,0.0,0.0,0.0,0.0,0.0
199,A Ramp,KSCERATO,4,7,-3,515,643,-128,T,197,-19.49238578680203,-0.4568527918781726,0.6091370558375634,1.0659898477157361,78.4263959390863,97.91878172588832
200,Catwalk Plant B Site,KSCERATO,6,6,0,781,638,143,CT,213,20.140845070422536,0.0,0.8450704225352113,0.8450704225352113,110.0,89.85915492957747
201,Catwalk Plant B Site,KSCERATO,1,3,-2,10,149,-139,T,197,-21.16751269035533,-0.3045685279187817,0.15228426395939085,0.4568527918781726,1.5228426395939085,22.69035532994924
202,B site Market Plant,KSCERATO,6,6,0,589,680,-91,CT,213,-12.816901408450704,0.0,0.8450704225352113,0.8450704225352113,82.95774647887325,95.77464788732394
203,B site Market Plant,KSCERATO,1,1,0,100,95,5,T,197,0.7614213197969543,0.0,0.15228426395939085,0.15228426395939085,15.228426395939085,14.467005076142133
204,Close Market door,KSCERATO,1,3,-2,144,361,-217,CT,213,-30.563380281690144,-0.28169014084507044,0.14084507042253522,0.4225352112676056,20.281690140845072,50.845070422535215
205,Close Market door,KSCERATO,0,1,-1,0,76,-76,T,197,-11.573604060913706,-0.15228426395939085,0.0,0.15228426395939085,0.0,11.573604060913706
206,Bench,KSCERATO,8,5,3,1060,679,381,CT,213,53.66197183098592,0.4225352112676056,1.1267605633802817,0.704225352112676,149.29577464788733,95.63380281690141
207,Bench,KSCERATO,4,1,3,384,152,232,T,197,35.32994923857868,0.4568527918781726,0.6091370558375634,0.15228426395939085,58.477157360406096,23.14720812182741
208,Arch,KSCERATO,6,2,4,516,226,290,CT,213,40.845070422535215,0.5633802816901409,0.8450704225352113,0.28169014084507044,72.67605633802816,31.830985915492956
209,Arch,KSCERATO,1,2,-1,114,82,32,T,197,4.873096446700507,-0.15228426395939085,0.15228426395939085,0.3045685279187817,17.360406091370557,12.487309644670052
210,CT Outside Market,KSCERATO,1,3,-2,127,282,-155,CT,213,-21.830985915492956,-0.28169014084507044,0.14084507042253522,0.4225352112676056,17.88732394366197,39.71830985915493
211,CT Outside Market,KSCERATO,1,1,0,152,100,52,T,197,7.9187817258883255,0.0,0.15228426395939085,0.15228426395939085,23.14720812182741,15.228426395939085
212,Firebox,KSCERATO,0,2,-2,62,91,-29,CT,213,-4.084507042253521,-0.28169014084507044,0.0,0.28169014084507044,8.732394366197182,12.816901408450704
213,Firebox,KSCERATO,2,3,-1,276,261,15,T,197,2.284263959390863,-0.15228426395939085,0.3045685279187817,0.4568527918781726,42.03045685279188,39.746192893401016
214,Right Side Platform,KSCERATO,3,3,0,323,300,23,CT,213,3.23943661971831,0.0,0.4225352112676056,0.4225352112676056,45.49295774647887,42.25352112676056
215,Right Side Platform,KSCERATO,2,2,0,167,262,-95,T,197,-14.467005076142133,0.0,0.3045685279187817,0.3045685279187817,25.431472081218274,39.898477157360404
216,Back Left B Site From T's' Perspective,KSCERATO,3,3,0,264,298,-34,CT,213,-4.788732394366197,0.0,0.4225352112676056,0.4225352112676056,37.183098591549296,41.971830985915496
217,Back Left B Site From T's' Perspective,KSCERATO,1,1,0,78,94,-16,T,197,-2.4365482233502536,0.0,0.15228426395939085,0.15228426395939085,11.878172588832488,14.31472081218274
218,Deep CT,KSCERATO,10,5,5,795,642,153,CT,213,21.549295774647888,0.704225352112676,1.408450704225352,0.704225352112676,111.97183098591549,90.4225352112676
219,Deep CT,KSCERATO,1,0,1,128,27,101,T,197,15.380710659898476,0.15228426395939085,0.15228426395939085,0.0,19.49238578680203,4.111675126903553
220,Close A Ramp,KSCERATO,1,1,0,138,100,38,CT,213,5.352112676056338,0.0,0.14084507042253522,0.14084507042253522,19.43661971830986,14.084507042253522
221,Close A Ramp,KSCERATO,5,2,3,374,418,-44,T,197,-6.700507614213198,0.4568527918781726,0.7614213197969543,0.3045685279187817,56.95431472081218,63.65482233502538
222,Snipers Nest,KSCERATO,2,2,0,222,281,-59,CT,213,-8.309859154929578,0.0,0.28169014084507044,0.28169014084507044,31.267605633802816,39.57746478873239
223,Snipers Nest,KSCERATO,2,1,1,163,149,14,T,197,2.1319796954314723,0.15228426395939085,0.3045685279187817,0.15228426395939085,24.822335025380713,22.69035532994924
224,T Palace Stairs Peek,KSCERATO,0,0,0,20,55,-35,CT,213,-4.929577464788733,0.0,0.0,0.0,2.816901408450704,7.746478873239437
225,T Palace Stairs Peek,KSCERATO,1,4,-3,309,675,-366,T,197,-55.736040609137056,-0.4568527918781726,0.15228426395939085,0.6091370558375634,47.055837563451774,102.79187817258884
226,Deep Catwalk,KSCERATO,2,2,0,206,180,26,CT,213,3.6619718309859155,0.0,0.28169014084507044,0.28169014084507044,29.014084507042252,25.352112676056336
