,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Total Rounds,Percentage Kills,Percentage Deaths,Percentage Damage Taken,Percentage Damage Dealt
1302,Jungle Plant,Boombl4,0,2,-2,0,82,-82,29,0.0,0.2617801047120419,0.12642614862781376,0.0
1303,A Ramp,Boombl4,0,1,-1,0,92,-92,29,0.0,0.13089005235602094,0.14184397163120568,0.0
1304,Top Mid Boxes Left Side Peek,Boombl4,0,1,-1,0,100,-100,29,0.0,0.13089005235602094,0.1541782300339192,0.0
1305,Mid Close Connector,Boombl4,0,1,-1,0,79,-79,29,0.0,0.13089005235602094,0.12180080172679618,0.0
1306,Apartments Right CT Corner,Boombl4,0,1,-1,0,100,-100,29,0.0,0.13089005235602094,0.1541782300339192,0.0
1307,Top Mid,Boombl4,0,1,-1,0,52,-52,29,0.0,0.13089005235602094,0.08017267961763799,0.0
1308,Catwalk Connector Peek,Boombl4,0,1,-1,0,185,-185,29,0.0,0.13089005235602094,0.28522972556275056,0.0
1309,CT Spawn,Boombl4,0,1,-1,0,7,-7,29,0.0,0.13089005235602094,0.010792476102374344,0.0
1310,Deep CT,Boombl4,0,1,-1,0,76,-76,29,0.0,0.13089005235602094,0.11717545482577861,0.0
1311,Ticketbooth ,Boombl4,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0
1312,Top Mid Catwalk,Boombl4,0,1,-1,0,100,-100,29,0.0,0.13089005235602094,0.1541782300339192,0.0
1313,Underpass,Boombl4,0,1,-1,0,100,-100,29,0.0,0.13089005235602094,0.1541782300339192,0.0
1314,Snipers Nest,Boombl4,0,1,-1,0,97,-97,29,0.0,0.13089005235602094,0.14955288313290163,0.0
1315,Top Mid towards Apps,Boombl4,0,1,-1,0,100,-100,29,0.0,0.13089005235602094,0.1541782300339192,0.0
1316,Deep Jungle,Boombl4,0,1,-1,0,100,-100,29,0.0,0.13089005235602094,0.1541782300339192,0.0
1317,Top Balcony,VINI,0,3,-3,0,175,-175,30,0.0,0.3926701570680628,0.2698119025593586,0.0
1318,T Palace Stairs Peek,VINI,0,3,-3,0,290,-290,30,0.0,0.3926701570680628,0.4471168670983657,0.0
1319,A Ramp,VINI,0,2,-2,0,200,-200,30,0.0,0.2617801047120419,0.3083564600678384,0.0
1320,Catwalk T Aparments Peek,VINI,0,2,-2,0,200,-200,30,0.0,0.2617801047120419,0.3083564600678384,0.0
1321,Bottom Stairs,VINI,0,1,-1,0,44,-44,30,0.0,0.13089005235602094,0.06783842121492445,0.0
1322,T Spawn A Ramp,VINI,0,0,0,0,85,-85,30,0.0,0.0,0.13105149552883133,0.0
1323,Bench,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1324,CT Deep Catwalk Mid peek,VINI,0,1,-1,0,78,-78,30,0.0,0.13089005235602094,0.12025901942645699,0.0
1325,Left Side Platform,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1326,A Site Exposed to Stairs Connector Cat,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1327,Deep Palace,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1328,Van Barrel Peek,VINI,0,1,-1,0,28,-28,30,0.0,0.13089005235602094,0.043169904409497376,0.0
1329,Close A Ramp,VINI,1,1,0,100,100,0,30,0.18315018315018314,0.13089005235602094,0.1541782300339192,0.19962072063080147
1330,Snipers Nest,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1331,CT Side Apps,VINI,0,1,-1,0,61,-61,30,0.0,0.13089005235602094,0.09404872032069071,0.0
1332,Firebox,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1333,B site Market Plant,VINI,0,1,-1,0,90,-90,30,0.0,0.13089005235602094,0.13876040703052728,0.0
1334,Sandwhich,VINI,0,1,-1,0,100,-100,30,0.0,0.13089005235602094,0.1541782300339192,0.0
1335,CT Side Apps,mir,0,1,-1,0,91,-91,24,0.0,0.13089005235602094,0.1403021893308665,0.0
1336,CT Deep Catwalk Mid peek,mir,0,1,-1,0,74,-74,24,0.0,0.13089005235602094,0.1140918902251002,0.0
1337,Back Left B Site From T's' Perspective,mir,0,1,-1,0,100,-100,24,0.0,0.13089005235602094,0.1541782300339192,0.0
1338,Catwalk Plant B Site,mir,0,1,-1,0,100,-100,24,0.0,0.13089005235602094,0.1541782300339192,0.0
1339,Underpass,mir,0,1,-1,0,100,-100,24,0.0,0.13089005235602094,0.1541782300339192,0.0
1340,Deep Jungle,mir,0,1,-1,0,100,-100,24,0.0,0.13089005235602094,0.1541782300339192,0.0
1341,Top Mid Left Side,BIT,0,1,-1,0,100,-100,24,0.0,0.13089005235602094,0.1541782300339192,0.0
1342,B Bombsite Cross to Catwalk,BIT,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0
1343,Bottom Stairs,BIT,0,1,-1,0,100,-100,24,0.0,0.13089005235602094,0.1541782300339192,0.0
1344,A Site,chrisJ,0,1,-1,0,45,-45,24,0.0,0.13089005235602094,0.06938020351526364,0.0
1345,Bottom Stairs,chrisJ,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0
1346,A Site,biguzera,0,2,-2,0,118,-118,28,0.0,0.2617801047120419,0.18193031144002467,0.0
1347,Deep Catwalk,biguzera,0,1,-1,0,100,-100,28,0.0,0.13089005235602094,0.1541782300339192,0.0
1348,Catwalk Connector Peek,biguzera,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0
1349,T Palace Stairs Peek,biguzera,0,1,-1,0,100,-100,28,0.0,0.13089005235602094,0.1541782300339192,0.0
